order_number,order_date,item_name,quantity,product_price,total_products
11819,01/11/2018 18:56,Red Sauce,1,0.5,9
11811,31/10/2018 19:24,Onion Chutney,2,0.5,16
11811,31/10/2018 19:24,Red Sauce,1,0.5,16
11810,31/10/2018 18:11,Mango Chutney,1,0.5,10
11810,31/10/2018 18:11,Red Sauce,1,0.5,10
11776,28/10/2018 16:37,Mint Sauce,1,0.5,8
11775,28/10/2018 15:04,Mango Chutney,1,0.5,9
11775,28/10/2018 15:04,Onion Chutney,2,0.5,9
11772,27/10/2018 21:38,Onion Chutney,1,0.5,5
11754,27/10/2018 17:46,Mango Chutney,1,0.5,6
11752,27/10/2018 17:43,Onion Chutney,1,0.5,12
11744,26/10/2018 20:06,Mint Sauce,1,0.5,9
11743,26/10/2018 19:52,Onion Chutney,1,0.5,7
11733,26/10/2018 19:03,Mango Chutney,1,0.5,6
11721,25/10/2018 17:43,Onion Chutney,1,0.5,12
11720,24/10/2018 20:24,Mango Chutney,1,0.5,8
11720,24/10/2018 20:24,Onion Chutney,1,0.5,8
11712,24/10/2018 13:00,Mango Chutney,1,0.5,2
11705,22/10/2018 20:03,Lime Pickle,1,0.5,3
11683,20/10/2018 19:53,Onion Chutney,1,0.5,13
11679,20/10/2018 19:18,Onion Chutney,1,0.5,7
11679,20/10/2018 19:18,Red Sauce,1,0.5,7
11678,20/10/2018 19:16,Mango Chutney,1,0.5,10
11675,20/10/2018 18:58,Mango Chutney,1,0.5,10
11672,20/10/2018 18:39,Mint Sauce,1,0.5,6
11670,20/10/2018 17:54,Mango Chutney,1,0.5,13
11670,20/10/2018 17:54,Mint Sauce,1,0.5,13
11656,19/10/2018 19:03,Mango Chutney,1,0.5,7
11655,19/10/2018 19:02,Mint Sauce,1,0.5,5
11653,19/10/2018 18:36,Mint Sauce,2,0.5,7
11650,19/10/2018 18:31,Mango Chutney,1,0.5,13
11649,19/10/2018 18:31,Mango Chutney,1,0.5,8
11643,19/10/2018 17:38,Onion Chutney,1,0.5,11
11640,19/10/2018 17:10,Onion Chutney,1,0.5,11
11640,19/10/2018 17:10,Red Sauce,1,0.5,11
11616,17/10/2018 17:48,Mango Chutney,1,0.5,10
11610,16/10/2018 19:44,Mint Sauce,1,0.5,11
11571,13/10/2018 18:51,Mango Chutney,1,0.5,9
11554,12/10/2018 19:19,Lime Pickle,1,0.5,11
11554,12/10/2018 19:19,Mint Sauce,1,0.5,11
11544,12/10/2018 17:37,Mango Chutney,1,0.5,5
11522,10/10/2018 22:29,Mango Chutney,1,0.5,4
11509,09/10/2018 20:33,Red Sauce,1,0.5,6
11492,07/10/2018 19:31,Mint Sauce,2,0.5,6
11487,07/10/2018 18:26,Mango Chutney,1,0.5,7
11487,07/10/2018 18:26,Mint Sauce,1,0.5,7
11466,06/10/2018 18:54,Mango Chutney,1,0.5,5
11466,06/10/2018 18:54,Mint Sauce,1,0.5,5
11449,05/10/2018 19:36,Mint Sauce,1,0.5,8
11446,05/10/2018 19:04,Mango Chutney,1,0.5,9
11442,05/10/2018 18:44,Mango Chutney,1,0.5,8
11424,03/10/2018 20:21,Mint Sauce,1,0.5,5
11413,02/10/2018 19:00,Onion Chutney,1,0.5,5
11403,01/10/2018 17:53,Mango Chutney,1,0.5,8
11403,01/10/2018 17:53,Mint Sauce,1,0.5,8
11390,30/09/2018 16:12,Red Sauce,1,0.5,7
11373,29/09/2018 18:41,Mint Sauce,1,0.5,5
11363,29/09/2018 17:01,Mint Sauce,1,0.5,8
11363,29/09/2018 17:01,Onion Chutney,1,0.5,8
11341,28/09/2018 18:46,Onion Chutney,1,0.5,9
11340,28/09/2018 18:37,Lime Pickle,1,0.5,12
11333,27/09/2018 21:03,Onion Chutney,1,0.5,5
11331,27/09/2018 19:38,Mint Sauce,2,0.5,10
11329,27/09/2018 18:54,Onion Chutney,1,0.5,5
11321,26/09/2018 20:03,Red Sauce,1,0.5,8
11315,25/09/2018 18:21,Lime Pickle,1,0.5,8
11314,25/09/2018 17:48,Mango Chutney,1,0.5,9
11314,25/09/2018 17:48,Onion Chutney,1,0.5,9
11299,23/09/2018 19:29,Onion Chutney,1,0.5,9
11293,23/09/2018 17:55,Mango Chutney,1,0.5,6
11283,22/09/2018 20:32,Mint Sauce,1,0.5,9
11268,22/09/2018 18:30,Mango Chutney,1,0.5,6
11248,21/09/2018 19:34,Lime Pickle,1,0.5,7
11240,21/09/2018 17:58,Mango Chutney,1,0.5,10
11221,19/09/2018 19:04,Red Sauce,1,0.5,7
11211,18/09/2018 20:27,Mint Sauce,1,0.5,5
11208,18/09/2018 19:31,Mango Chutney,1,0.5,15
11208,18/09/2018 19:31,Red Sauce,1,0.5,15
11206,18/09/2018 18:50,Red Sauce,1,0.5,8
11206,18/09/2018 18:50,Onion Chutney,1,0.5,8
11182,16/09/2018 18:52,Mint Sauce,2,0.5,8
11179,16/09/2018 18:07,Mint Sauce,2,0.5,11
11166,15/09/2018 19:19,Lime Pickle,1,0.5,14
11157,15/09/2018 18:26,Mint Sauce,1,0.5,6
11149,15/09/2018 17:20,Onion Chutney,1,0.5,9
11132,14/09/2018 19:07,Mint Sauce,2,0.5,9
11109,13/09/2018 17:11,Mango Chutney,2,0.5,9
11107,12/09/2018 19:58,Mango Chutney,1,0.5,7
11096,11/09/2018 20:01,Mango Chutney,1,0.5,8
11089,10/09/2018 20:53,Mint Sauce,1,0.5,6
11075,09/09/2018 18:14,Mint Sauce,1,0.5,10
11057,08/09/2018 19:28,Mango Chutney,1,0.5,6
11057,08/09/2018 19:28,Red Sauce,1,0.5,6
11056,08/09/2018 19:14,Mint Sauce,1,0.5,8
11056,08/09/2018 19:14,Mango Chutney,1,0.5,8
11031,07/09/2018 19:18,Mango Chutney,2,0.5,11
11031,07/09/2018 19:18,Mint Sauce,1,0.5,11
11031,07/09/2018 19:18,Onion Chutney,1,0.5,11
11024,07/09/2018 17:55,Mango Chutney,1,0.5,9
11019,06/09/2018 18:39,Mint Sauce,1,0.5,9
11018,06/09/2018 18:31,Mint Sauce,1,0.5,5
10999,04/09/2018 21:33,Mango Chutney,1,0.5,6
10960,01/09/2018 19:11,Red Sauce,1,0.5,6
10960,01/09/2018 19:11,Mint Sauce,1,0.5,6
10952,31/08/2018 19:19,Lime Pickle,1,0.5,7
10947,31/08/2018 18:48,Mango Chutney,2,0.5,9
10944,31/08/2018 17:23,Onion Chutney,1,0.5,9
10944,31/08/2018 17:23,Red Sauce,1,0.5,9
10934,30/08/2018 17:51,Onion Chutney,1,0.5,7
10928,29/08/2018 20:18,Mango Chutney,1,0.5,6
10919,29/08/2018 19:13,Mango Chutney,1,0.5,13
10896,27/08/2018 19:09,Mango Chutney,1,0.5,8
10886,27/08/2018 17:23,Mango Chutney,1,0.5,8
10886,27/08/2018 17:23,Mint Sauce,1,0.5,8
10883,27/08/2018 12:09,Mango Chutney,1,0.5,6
10883,27/08/2018 12:09,Lime Pickle,1,0.5,6
10877,26/08/2018 20:30,Mint Sauce,1,0.5,5
10849,25/08/2018 17:04,Onion Chutney,1,0.5,9
10847,24/08/2018 21:10,Mango Chutney,1,0.5,5
10847,24/08/2018 21:10,Onion Chutney,1,0.5,5
10845,24/08/2018 20:48,Mango Chutney,1,0.5,10
10843,24/08/2018 20:40,Mint Sauce,1,0.5,10
10838,24/08/2018 19:17,Mint Sauce,1,0.5,9
10835,24/08/2018 18:48,Onion Chutney,1,0.5,10
10829,24/08/2018 17:25,Mint Sauce,1,0.5,4
10821,23/08/2018 18:18,Mango Chutney,1,0.5,14
10821,23/08/2018 18:18,Mint Sauce,1,0.5,14
10821,23/08/2018 18:18,Onion Chutney,1,0.5,14
10821,23/08/2018 18:18,Lime Pickle,1,0.5,14
10802,21/08/2018 20:04,Onion Chutney,2,0.5,6
10785,20/08/2018 18:15,Mint Sauce,1,0.5,7
10785,20/08/2018 18:15,Red Sauce,1,0.5,7
10784,20/08/2018 17:31,Mango Chutney,1,0.5,8
10771,19/08/2018 18:13,Mango Chutney,1,0.5,7
10768,19/08/2018 17:11,Onion Chutney,1,0.5,7
10767,19/08/2018 17:09,Onion Chutney,1,0.5,7
10765,19/08/2018 16:24,Mint Sauce,1,0.5,5
10760,18/08/2018 20:03,Mint Sauce,1,0.5,10
10760,18/08/2018 20:03,Red Sauce,1,0.5,10
10729,17/08/2018 19:10,Mint Sauce,1,0.5,10
10729,17/08/2018 19:10,Onion Chutney,1,0.5,10
10705,15/08/2018 23:00,Lime Pickle,1,0.5,6
10691,14/08/2018 19:27,Onion Chutney,1,0.5,5
10673,12/08/2018 17:42,Mango Chutney,1,0.5,1
10672,12/08/2018 17:39,Red Sauce,1,0.5,1
10669,12/08/2018 17:26,Mint Sauce,1,0.5,1
10666,12/08/2018 17:10,Mango Chutney,1,0.5,1
10641,11/08/2018 17:11,Mango Chutney,1,0.5,11
10641,11/08/2018 17:11,Lime Pickle,1,0.5,11
10637,10/08/2018 20:43,Lime Pickle,1,0.5,7
10631,10/08/2018 19:08,Mango Chutney,3,0.5,5
10622,09/08/2018 20:52,Mango Chutney,1,0.5,5
10620,09/08/2018 20:28,Mango Chutney,1,0.5,5
10579,05/08/2018 17:04,Mint Sauce,1,0.5,8
10570,04/08/2018 20:06,Mango Chutney,1,0.5,6
10568,04/08/2018 18:02,Onion Chutney,1,0.5,9
10565,04/08/2018 17:31,Mango Chutney,1,0.5,10
10565,04/08/2018 17:31,Onion Chutney,1,0.5,10
10548,03/08/2018 18:05,Onion Chutney,2,0.5,10
10548,03/08/2018 18:05,Red Sauce,1,0.5,10
10540,02/08/2018 19:27,Mango Chutney,1,0.5,8
10540,02/08/2018 19:27,Onion Chutney,1,0.5,8
10534,01/08/2018 21:18,Lime Pickle,1,0.5,9
10522,31/07/2018 19:45,Mint Sauce,2,0.5,7
10516,30/07/2018 19:48,Red Sauce,1,0.5,8
10501,29/07/2018 18:20,Red Sauce,1,0.5,4
10498,29/07/2018 18:08,Lime Pickle,1,0.5,5
10498,29/07/2018 18:08,Mango Chutney,1,0.5,5
10497,29/07/2018 17:58,Onion Chutney,1,0.5,9
10497,29/07/2018 17:58,Red Sauce,1,0.5,9
10487,28/07/2018 20:01,Mint Sauce,1,0.5,7
10485,28/07/2018 19:36,Mint Sauce,1,0.5,7
10466,27/07/2018 22:01,Mango Chutney,1,0.5,7
10457,27/07/2018 18:50,Mint Sauce,3,0.5,8
10433,26/07/2018 17:47,Mango Chutney,1,0.5,11
10433,26/07/2018 17:47,Lime Pickle,1,0.5,11
10422,25/07/2018 19:39,Mint Sauce,1,0.5,6
10410,24/07/2018 19:13,Mango Chutney,1,0.5,8
10403,23/07/2018 20:30,Lime Pickle,1,0.5,14
10402,23/07/2018 18:50,Mint Sauce,1,0.5,11
10390,21/07/2018 20:19,Onion Chutney,2,0.5,6
10379,21/07/2018 18:13,Mango Chutney,1,0.5,9
10376,20/07/2018 21:12,Lime Pickle,1,0.5,5
10370,20/07/2018 19:13,Mango Chutney,1,0.5,5
10346,18/07/2018 18:56,Mango Chutney,1,0.5,12
10346,18/07/2018 18:56,Mint Sauce,1,0.5,12
10328,16/07/2018 20:45,Onion Chutney,2,0.5,5
10324,15/07/2018 19:50,Mint Sauce,1,0.5,3
10323,15/07/2018 19:39,Onion Chutney,1,0.5,6
10314,14/07/2018 22:30,Mango Chutney,1,0.5,4
10313,14/07/2018 21:41,Onion Chutney,1,0.5,8
10306,14/07/2018 18:52,Mango Chutney,1,0.5,11
10303,14/07/2018 18:39,Mint Sauce,1,0.5,7
10291,13/07/2018 19:34,Mint Sauce,1,0.5,8
10284,13/07/2018 18:31,Mint Sauce,2,0.5,15
10248,10/07/2018 17:19,Onion Chutney,1,0.5,6
10230,07/07/2018 19:50,Mint Sauce,1,0.5,8
10228,07/07/2018 19:39,Mint Sauce,1,0.5,8
10225,07/07/2018 18:49,Red Sauce,1,0.5,9
10225,07/07/2018 18:49,Mango Chutney,1,0.5,9
10222,07/07/2018 17:59,Mango Chutney,1,0.5,6
10221,07/07/2018 17:45,Mango Chutney,1,0.5,7
10214,06/07/2018 22:22,Onion Chutney,2,0.5,5
10204,06/07/2018 19:39,Mint Sauce,1,0.5,10
10204,06/07/2018 19:39,Mango Chutney,1,0.5,10
10201,06/07/2018 18:32,Red Sauce,1,0.5,9
10170,03/07/2018 18:07,Mango Chutney,1,0.5,5
10169,03/07/2018 17:34,Mango Chutney,1,0.5,18
10169,03/07/2018 17:34,Mint Sauce,2,0.5,18
10169,03/07/2018 17:34,Onion Chutney,1,0.5,18
10169,03/07/2018 17:34,Red Sauce,1,0.5,18
10165,02/07/2018 20:05,Mint Sauce,1,0.5,9
10160,02/07/2018 18:16,Onion Chutney,1,0.5,6
10143,01/07/2018 17:47,Mango Chutney,1,0.5,6
10142,01/07/2018 17:45,Mango Chutney,1,0.5,14
10142,01/07/2018 17:45,Red Sauce,1,0.5,14
10127,30/06/2018 19:10,Mango Chutney,1,0.5,9
10127,30/06/2018 19:10,Mint Sauce,1,0.5,9
10123,30/06/2018 18:47,Lime Pickle,1,0.5,8
10080,25/06/2018 20:14,Mango Chutney,2,0.5,9
10058,24/06/2018 13:27,Mint Sauce,1,0.5,1
10050,23/06/2018 19:50,Mango Chutney,1,0.5,11
10050,23/06/2018 19:50,Mint Sauce,1,0.5,11
10050,23/06/2018 19:50,Onion Chutney,1,0.5,11
10050,23/06/2018 19:50,Lime Pickle,1,0.5,11
10027,22/06/2018 19:12,Red Sauce,1,0.5,8
10021,22/06/2018 17:53,Mango Chutney,1,0.5,13
10021,22/06/2018 17:53,Mint Sauce,1,0.5,13
10020,22/06/2018 17:35,Lime Pickle,1,0.5,8
10017,21/06/2018 22:49,Lime Pickle,1,0.5,8
10016,21/06/2018 19:50,Onion Chutney,1,0.5,8
10015,21/06/2018 19:18,Mango Chutney,1,0.5,10
10007,20/06/2018 19:01,Onion Chutney,1,0.5,10
9989,17/06/2018 19:36,Onion Chutney,1,0.5,9
9989,17/06/2018 19:36,Mango Chutney,1,0.5,9
9966,16/06/2018 19:18,Mango Chutney,2,0.5,9
9966,16/06/2018 19:18,Onion Chutney,1,0.5,9
9964,16/06/2018 19:01,Mango Chutney,1,0.5,7
9961,16/06/2018 18:50,Mango Chutney,1,0.5,6
9961,16/06/2018 18:50,Mint Sauce,1,0.5,6
9951,15/06/2018 22:26,Mango Chutney,1,0.5,7
9949,15/06/2018 20:19,Onion Chutney,1,0.5,5
9929,15/06/2018 17:06,Mint Sauce,1,0.5,9
9929,15/06/2018 17:06,Mango Chutney,1,0.5,9
9911,13/06/2018 19:05,Mango Chutney,1,0.5,9
9891,11/06/2018 19:52,Mango Chutney,1,0.5,8
9891,11/06/2018 19:52,Mint Sauce,1,0.5,8
9884,10/06/2018 20:07,Mint Sauce,1,0.5,5
9882,10/06/2018 19:42,Mango Chutney,1,0.5,5
9881,10/06/2018 18:27,Onion Chutney,1,0.5,7
9875,10/06/2018 17:40,Onion Chutney,2,0.5,8
9862,09/06/2018 19:17,Mango Chutney,3,0.5,5
9861,09/06/2018 19:12,Mango Chutney,1,0.5,7
9860,09/06/2018 18:59,Red Sauce,1,0.5,8
9854,09/06/2018 17:38,Mango Chutney,2,0.5,8
9830,07/06/2018 19:54,Red Sauce,1,0.5,12
9825,07/06/2018 18:20,Red Sauce,1,0.5,11
9806,05/06/2018 17:39,Mint Sauce,1,0.5,5
9782,03/06/2018 14:57,Mint Sauce,1,0.5,14
9752,01/06/2018 19:12,Mint Sauce,1,0.5,11
9752,01/06/2018 19:12,Onion Chutney,2,0.5,11
9748,01/06/2018 18:16,Mango Chutney,1,0.5,8
9747,01/06/2018 18:14,Mint Sauce,1,0.5,11
9741,31/05/2018 22:26,Mango Chutney,1,0.5,6
9736,31/05/2018 19:02,Mango Chutney,1,0.5,8
9734,31/05/2018 18:44,Mint Sauce,1,0.5,10
9733,31/05/2018 18:23,Mango Chutney,1,0.5,10
9733,31/05/2018 18:23,Onion Chutney,1,0.5,10
9719,29/05/2018 22:17,Mint Sauce,1,0.5,5
9719,29/05/2018 22:17,Lime Pickle,1,0.5,5
9716,29/05/2018 20:24,Mango Chutney,1,0.5,5
9704,28/05/2018 20:17,Mango Chutney,1,0.5,7
9676,26/05/2018 19:48,Mango Chutney,1,0.5,6
9672,26/05/2018 19:05,Red Sauce,1,0.5,9
9661,26/05/2018 17:07,Onion Chutney,1,0.5,12
9652,25/05/2018 19:44,Mango Chutney,1,0.5,7
9651,25/05/2018 19:12,Mango Chutney,1,0.5,8
9645,25/05/2018 17:51,Mint Sauce,1,0.5,7
9619,22/05/2018 19:42,Mango Chutney,1,0.5,5
9610,21/05/2018 18:11,Mango Chutney,2,0.5,10
9602,20/05/2018 18:45,Onion Chutney,1,0.5,9
9602,20/05/2018 18:45,Mango Chutney,1,0.5,9
9592,19/05/2018 20:46,Mango Chutney,1,0.5,6
9582,19/05/2018 17:39,Mint Sauce,2,0.5,6
9577,18/05/2018 19:44,Mango Chutney,1,0.5,8
9569,17/05/2018 20:31,Mango Chutney,1,0.5,4
9568,17/05/2018 20:20,Mango Chutney,1,0.5,5
9554,16/05/2018 17:51,Mango Chutney,1,0.5,9
9545,14/05/2018 19:08,Mint Sauce,1,0.5,6
9543,13/05/2018 21:42,Mango Chutney,1,0.5,6
9519,13/05/2018 12:06,Lime Pickle,1,0.5,8
9517,12/05/2018 22:13,Mango Chutney,1,0.5,6
9500,12/05/2018 18:15,Mint Sauce,1,0.5,9
9500,12/05/2018 18:15,Red Sauce,1,0.5,9
9493,12/05/2018 13:52,Red Sauce,1,0.5,1
9491,12/05/2018 13:48,Red Sauce,1,0.5,1
9471,11/05/2018 17:37,Mint Sauce,2,0.5,11
9459,10/05/2018 18:25,Mango Chutney,2,0.5,5
9457,10/05/2018 17:14,Mango Chutney,1,0.5,7
9448,08/05/2018 18:01,Mint Sauce,2,0.5,9
9436,07/05/2018 10:54,Onion Chutney,1,0.5,4
9414,05/05/2018 13:10,Mango Chutney,1,0.5,58
9414,05/05/2018 13:10,Onion Chutney,1,0.5,58
9360,25/04/2018 18:40,Mango Chutney,1,0.5,8
9360,25/04/2018 18:40,Red Sauce,1,0.5,8
9358,25/04/2018 17:58,Mint Sauce,1,0.5,5
9354,24/04/2018 20:15,Mango Chutney,1,0.5,11
9354,24/04/2018 20:15,Mint Sauce,1,0.5,11
9347,24/04/2018 18:29,Mango Chutney,1,0.5,11
9347,24/04/2018 18:29,Onion Chutney,1,0.5,11
9339,23/04/2018 18:21,Red Sauce,2,0.5,16
9320,22/04/2018 19:12,Mango Chutney,1,0.5,8
9307,21/04/2018 20:40,Mint Sauce,1,0.5,6
9296,21/04/2018 19:10,Mint Sauce,1,0.5,6
9294,21/04/2018 18:38,Onion Chutney,1,0.5,10
9294,21/04/2018 18:38,Mango Chutney,1,0.5,10
9290,21/04/2018 17:08,Mint Sauce,1,0.5,8
9281,20/04/2018 19:50,Mint Sauce,1,0.5,10
9260,19/04/2018 19:29,Onion Chutney,1,0.5,11
9224,16/04/2018 18:18,Onion Chutney,1,0.5,5
9210,14/04/2018 22:35,Mango Chutney,1,0.5,10
9209,14/04/2018 21:18,Red Sauce,1,0.5,7
9195,14/04/2018 18:36,Onion Chutney,2,0.5,10
9191,14/04/2018 17:55,Mango Chutney,1,0.5,8
9181,13/04/2018 19:20,Mango Chutney,2,0.5,8
9176,13/04/2018 18:58,Mango Chutney,2,0.5,9
9176,13/04/2018 18:58,Mint Sauce,2,0.5,9
9176,13/04/2018 18:58,Red Sauce,1,0.5,9
9165,13/04/2018 17:31,Mango Chutney,2,0.5,11
9160,11/04/2018 19:15,Red Sauce,1,0.5,7
9122,07/04/2018 19:54,Mango Chutney,1,0.5,6
9112,07/04/2018 18:09,Red Sauce,1,0.5,5
9103,06/04/2018 19:53,Mango Chutney,1,0.5,8
9098,06/04/2018 18:23,Mango Chutney,1,0.5,10
9097,06/04/2018 18:11,Mango Chutney,1,0.5,14
9097,06/04/2018 18:11,Red Sauce,1,0.5,14
9096,06/04/2018 17:57,Mint Sauce,4,0.5,6
9091,05/04/2018 21:18,Mango Chutney,1,0.5,7
9089,05/04/2018 20:35,Lime Pickle,1,0.5,4
9072,03/04/2018 18:27,Red Sauce,1,0.5,9
9065,02/04/2018 18:09,Mango Chutney,2,0.5,10
9052,01/04/2018 16:27,Mango Chutney,1,0.5,7
9034,31/03/2018 18:02,Mint Sauce,1,0.5,5
9030,30/03/2018 21:36,Onion Chutney,1,0.5,5
9002,28/03/2018 21:58,Mango Chutney,1,0.5,5
8996,28/03/2018 19:25,Onion Chutney,1,0.5,11
8996,28/03/2018 19:25,Red Sauce,1,0.5,11
8978,26/03/2018 19:30,Red Sauce,1,0.5,8
8977,26/03/2018 19:22,Mango Chutney,1,0.5,6
8962,24/03/2018 18:35,Mango Chutney,1,0.5,9
8957,24/03/2018 17:37,Onion Chutney,4,0.5,13
8957,24/03/2018 17:37,Red Sauce,2,0.5,13
8951,23/03/2018 18:38,Mango Chutney,1,0.5,7
8932,22/03/2018 12:16,Mango Chutney,1,0.5,8
8931,21/03/2018 19:27,Mango Chutney,1,0.5,8
8931,21/03/2018 19:27,Onion Chutney,1,0.5,8
8929,21/03/2018 17:45,Mango Chutney,2,0.5,6
8911,19/03/2018 18:08,Mango Chutney,1,0.5,9
8900,18/03/2018 17:50,Mint Sauce,1,0.5,8
8900,18/03/2018 17:50,Onion Chutney,1,0.5,8
8896,18/03/2018 13:53,Lime Pickle,1,0.5,8
8895,18/03/2018 12:58,Mango Chutney,1,0.5,4
8884,17/03/2018 18:18,Mango Chutney,1,0.5,7
8874,17/03/2018 16:30,Mango Chutney,1,0.5,5
8866,16/03/2018 18:53,Red Sauce,2,0.5,11
8866,16/03/2018 18:53,Onion Chutney,1,0.5,11
8861,16/03/2018 17:52,Onion Chutney,2,0.5,12
8846,14/03/2018 18:52,Mango Chutney,1,0.5,7
8823,11/03/2018 20:22,Mint Sauce,2,0.5,14
8821,11/03/2018 19:37,Mango Chutney,1,0.5,10
8821,11/03/2018 19:37,Mint Sauce,1,0.5,10
8816,11/03/2018 18:42,Onion Chutney,2,0.5,7
8808,11/03/2018 17:21,Mint Sauce,1,0.5,10
8774,09/03/2018 18:11,Onion Chutney,1,0.5,11
8761,08/03/2018 16:16,Mango Chutney,1,0.5,7
8750,05/03/2018 17:44,Onion Chutney,1,0.5,7
8747,04/03/2018 19:32,Mint Sauce,1,0.5,6
8744,04/03/2018 18:50,Mango Chutney,1,0.5,9
8744,04/03/2018 18:50,Mint Sauce,1,0.5,9
8734,03/03/2018 19:55,Onion Chutney,2,0.5,10
8730,03/03/2018 19:23,Mango Chutney,2,0.5,13
8728,03/03/2018 19:07,Onion Chutney,1,0.5,10
8725,03/03/2018 18:51,Mango Chutney,1,0.5,5
8719,03/03/2018 17:33,Mango Chutney,1,0.5,10
8719,03/03/2018 17:33,Red Sauce,1,0.5,10
8691,02/03/2018 17:54,Mint Sauce,1,0.5,6
8674,28/02/2018 19:17,Mango Chutney,1,0.5,9
8673,28/02/2018 18:45,Red Sauce,1,0.5,8
8648,25/02/2018 19:15,Lime Pickle,1,0.5,8
8644,25/02/2018 17:32,Onion Chutney,1,0.5,5
8636,24/02/2018 22:43,Mango Chutney,1,0.5,6
8630,24/02/2018 19:31,Mint Sauce,1,0.5,8
8623,24/02/2018 18:07,Red Sauce,1,0.5,9
8620,24/02/2018 17:49,Mint Sauce,1,0.5,9
8620,24/02/2018 17:49,Onion Chutney,1,0.5,9
8617,24/02/2018 17:09,Mint Sauce,1,0.5,8
